가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재년도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자
덕풍동로,37.550632,127.208597,37.552452,127.209877,은행나무,,0.21,,은행나무 식재로 가을에 노란단풍을 볼 수 있음,,,풍산센트레빌 105동 ~ 대명세라뷰 101동,,경기도 하남시청,2020-05-06
덕풍동로,37.551869,127.209446,37.551136,127.208937,은행나무,,0.26,,은행나무 식재로 가을에 노란단풍을 볼 수 있음,,,풍산어린5호 트윈렉스오피스텔 상가지역,,경기도 하남시청,2020-05-06
신장로,37.545853,127.197938,37.532914,127.216198,은행나무,,3.03,,은행나무 식재로 가을에 노란단풍을 볼 수 있음,,,천현동 585-1 ~ 덕풍동 343-1,,경기도 하남시청,2020-05-06
초광로,37.542406,127.175541,37.521607,127.175554,왕벚나무+산딸나무,,2.46,,왕벚나무 식재로 봄에 아름다운 벚꽃길을 거닐 수 있음,,,광암동 148-10 ~ 초이동 556-2,,경기도 하남시청,2020-05-06
남사당로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,97,1.4,2008,남사당로,,,신안리~남풍리 상남,031-678-5392,경기도 안성시청,2019-03-31
문화예술로,37.02572958,127.2834482,37.02572958,127.2834482,메타세콰이어,620,2.5,2011,문화예술로,,,내방리~복평리,031-678-5392,경기도 안성시청,2019-03-31
남사당로,37.02572958,127.2834482,37.02572958,127.2834482,메타세콰이어,312,1.7,2011,남사당로,,,남사당로삼거리~남사당전수관입구,031-678-5392,경기도 안성시청,2019-03-31
남사당로,37.02572958,127.2834482,37.02572958,127.2834482,메타세콰이어,80,0.4,2011,남사당로,,,고려기업~남사당로삼거리,031-678-5392,경기도 안성시청,2019-03-31
서동대로,37.02572958,127.2834482,37.02572958,127.2834482,백합나무,100,2,2013,서동대로,,,가사동~마전리,031-678-5392,경기도 안성시청,2019-03-31
서동대로,37.02572958,127.2834482,37.01638475,127.292481,메타세콰이어,180,1,2013,서동대로,,,가사동~비봉터널,031-678-5392,경기도 안성시청,2019-03-31
종합운동장로,37.02572958,127.2834482,37.02572958,127.2834482,왕벚나무,61,0.5,2014,종합운동장로,,,종합운동장진입~홍익A,031-678-5392,경기도 안성시청,2019-03-31
보개원삼로,37.0071857,127.2822286,37.02572958,127.2834482,사철나무,4,2.2,2015,보개원삼로,,,한국국토정보공사~보개약국,031-678-5392,경기도 안성시청,2019-03-31
벚꽃길,37.02572958,127.2834482,37.02572958,127.2834482,왕벚나무,129,0.3,2005,벚꽃길,,,태산A입구~태산A입구,031-678-5392,경기도 안성시청,2019-03-31
대림동산길,37.02572958,127.2834482,37.02572958,127.2834482,느티나무,73,1,2005,대림동산길,,,대림동산진입~가족공원,031-678-5392,경기도 안성시청,2019-03-31
용머리큰길,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,160,1.3,2006,용머리큰길,,,공도~기업단지,031-678-5392,경기도 안성시청,2019-03-31
공도2로,37.02572958,127.2834482,37.02572958,127.2834482,복자기,57,0.32,2007,공도2로,,,만정리 867~만정리 867,031-678-5392,경기도 안성시청,2019-03-31
공도5로,37.02572958,127.2834482,37.02572958,127.2834482,복자기,14,0.15,2007,공도5로,,,만정리 850~만정리 850,031-678-5392,경기도 안성시청,2019-03-31
신두만곡로,37.02572958,127.2834482,37.02572958,127.2834482,복자기,197,1.4,2008,신두만곡로,,,소신두~농협연수원,031-678-5392,경기도 안성시청,2019-03-31
신두만곡로,37.02572958,127.2834482,37.02572958,127.2834482,복자기,114,0.9,2008,신두만곡로,,,소신두~대신두,031-678-5392,경기도 안성시청,2019-03-31
문터1길,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,240,2.8,2011,문터1길,,,덕봉리~마정리,031-678-5392,경기도 안성시청,2019-03-31
공도경관녹지,37.02572958,127.2834482,37.02572958,127.2834482,왕벚나무,44,0.1,2011,공도경관녹지,,,공도경관녹지~공도경관녹지,031-678-5392,경기도 안성시청,2019-03-31
보개원삼로,37.0071857,127.2822286,37.02572958,127.2834482,반송,16,2.2,2015,보개원삼로,,,한국국토정보공사~보개약국,031-678-5392,경기도 안성시청,2019-03-31
남사당로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,120,1.4,2007,남사당로,,,오두리~신안리,031-678-5392,경기도 안성시청,2019-03-31
보개원삼로,37.0071857,127.2822286,37.02572958,127.2834482,황금실화백,300,2.2,2015,보개원삼로,,,한국국토정보공사~보개약국,031-678-5392,경기도 안성시청,2019-03-31
종합운동장로,37.02572958,127.2834482,37.02572958,127.2834482,산벚나무,216,2.1,1999,종합운동장로,,,운동장입구~신양복리,031-678-5392,경기도 안성시청,2019-03-31
종합운동장로,37.02572958,127.2834482,37.02572958,127.2834482,은행나무,75,1,1999,종합운동장로,,,운동장입구 진입로변~운동장입구 진입로변,031-678-5392,경기도 안성시청,2019-03-31
금광오산로,37.02572958,127.2834482,37.02572958,127.2834482,대왕참나무,234,3,2005,금광오산로,,,금광교~개산리,031-678-5392,경기도 안성시청,2019-03-31
삼흥로,37.02572958,127.2834482,37.02572958,127.2834482,단풍나무,157,1.7,2005,삼흥로,,,세주막거리~삼흥리,031-678-5392,경기도 안성시청,2019-03-31
배티로,37.00024828,127.2839565,37.02572958,127.2834482,산벚나무,441,2.7,2005,배티로,,,옥천교~개산교,031-678-5392,경기도 안성시청,2019-03-31
진안로,37.02572958,127.2834482,37.02572958,127.2834482,벚나무,460,3.8,2005,진안로,,,금광교~대문교,031-678-5392,경기도 안성시청,2019-03-31
진안로,37.02572958,127.2834482,37.02572958,127.2834482,단풍나무,256,2.1,2005,진안로,,,대문교~옥정리,031-678-5392,경기도 안성시청,2019-03-31
삼흥로,37.02572958,127.2834482,37.02572958,127.2834482,벚나무,208,2.8,2006,삼흥로,,,금광교~세주막거리,031-678-5392,경기도 안성시청,2019-03-31
배티로,37.02572958,127.2834482,37.02572958,127.2834482,단풍나무,475,5.7,2009,배티로,,,개산교~상중리,031-678-5392,경기도 안성시청,2019-03-31
배티로,37.02572958,127.2834482,37.02572958,127.2834482,홍단풍,110,5.7,2010,배티로,,,장죽리~상중리,031-678-5392,경기도 안성시청,2019-03-31
영봉로,37.02572958,127.2834482,36.99342603,127.2705167,회화나무,285,1.48,2012,영봉로,,,현수교~계동삼거리,031-678-5392,경기도 안성시청,2019-03-31
진안로,37.00415688,127.2895716,37.02572958,127.2834482,메타세콰이어,240,2.7,2013,진안로,,,가현동~금광삼거리,031-678-5392,경기도 안성시청,2019-03-31
가협길,37.02572958,127.2834482,37.02572958,127.2834482,느티나무,282,1.7,2016,가협길,,,사흥리 보건진료소~옻샘휴양소,031-678-5392,경기도 안성시청,2019-03-31
바우덕이로,37.02572958,127.2834482,37.02572958,127.2834482,산벚나무,540,4,2004,바우덕이로,,,중리동~서운중학교,031-678-5392,경기도 안성시청,2019-03-31
솔뫼로,37.02572958,127.2834482,37.02572958,127.2834482,단풍나무,170,1.8,2004,솔뫼로,,,서운면사무소~송산리,031-678-5392,경기도 안성시청,2019-03-31
서운로,37.02572958,127.2834482,37.02572958,127.2834482,은행나무,1051,6.2,,서운로,,,구수리~산평리,031-678-5392,경기도 안성시청,2019-03-31
청룡길,37.02572958,127.2834482,37.02572958,127.2834482,왕벚나무,183,3.2,,청룡길,,,청룡호수~청룡사입구,031-678-5392,경기도 안성시청,2019-03-31
사갑1길,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,345,2,2012,사갑1길,,,신촌리~송정리,031-678-5392,경기도 안성시청,2019-03-31
신두만곡로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,770,3.9,2008,신두만곡로,,,보체리 ~정동,031-678-5392,경기도 안성시청,2019-03-31
서미로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,298,1.5,2008,서미로,,,마산리~고지리,031-678-5392,경기도 안성시청,2019-03-31
서미로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,310,1.5,2009,서미로,,,고지리~현매리,031-678-5392,경기도 안성시청,2019-03-31
서미로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,352,1.5,2010,서미로,,,고지리~현매리,031-678-5392,경기도 안성시청,2019-03-31
미양로,37.00201435,127.2661878,37.02572958,127.2834482,은행나무,118,5,2015,미양로,,,안성대교~개정리,031-678-5392,경기도 안성시청,2019-03-31
한천길,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,200,1.8,2004,한천길,,,구문교~환경사업소,031-678-5392,경기도 안성시청,2019-03-31
신령로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,444,3,2005,신령로,,,내리사거리~소내리,031-678-5392,경기도 안성시청,2019-03-31
무능로,37.02572958,127.2834482,37.02572958,127.2834482,단풍나무,170,1.6,,무능로,,,소내리~무능리,031-678-5392,경기도 안성시청,2019-03-31
미륵로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,100,1.5,2005,미륵로,,,명덕초등학교~대농교,031-678-5392,경기도 안성시청,2019-03-31
중앙로,37.01288044,127.2500257,37.02572958,127.2834482,이팝나무,166,1.2,2011,중앙로,,,중앙대~1공단사거리,031-678-5392,경기도 안성시청,2019-03-31
중앙로,37.01266404,127.2500053,37.02572958,127.2834482,이팝나무,111,0.6,,중앙로,,,중앙대~1공단사거리,031-678-5392,경기도 안성시청,2019-03-31
만세로,37.02572958,127.2834482,37.02572958,127.2834482,은행나무,163,1.2,2014,만세로,,,모산사거리~유별난마을입구전,031-678-5392,경기도 안성시청,2019-03-31
만세로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,33,0.2,2014,만세로,,,유별난마을입구~유별난마을입구,031-678-5392,경기도 안성시청,2019-03-31
와우로,37.216389,126.968611,37.212778,126.973889,은행나무,60,0.9,,은행나무,와우로,,와우로,031-369-6125,화성시청 산림녹지과,2019-04-02
와우안길,37.21500377,126.979444,37.213889,126.980278,벚나무,30,0.3,,벚나무,와우안길,,와우안길,031-369-6125,화성시청 산림녹지과,2019-04-02
벚나무길,37.02572958,127.2834482,37.02572958,127.2834482,산벚나무,125,1.3,,벚나무길,,,미양면사무소주변도로~미양면사무소주변도로,031-678-5392,경기도 안성시청,2019-03-31
삼천병마로,37.218333,126.946944,37.215833,126.948611,이팝나무,73,0.4,,이팝나무,삼천병마로,,삼천병마로,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로,37.216111,126.977778,37.217222,126.977778,느티나무,21,0.2,,느티나무,효행로,,효행로,031-369-6125,화성시청 산림녹지과,2019-04-02
시청로,37.163889,126.925556,37.1766565,126.9358572,벚나무,262,1,,벚나무,시청로,,시청로,031-369-6125,화성시청 산림녹지과,2019-04-02
수영로,37.236111,126.955833,37.238056,126.960556,벚나무,253,1.6,,벚나무,수영로,,수영로,031-369-6125,화성시청 산림녹지과,2019-04-02
수영로,37.236389,126.955833,37.234167,126.960556,벚나무,82,0.6,,벚나무,수영로,,수영로,031-369-6125,화성시청 산림녹지과,2019-04-02
남문로,37.444092,127.127481,37.448627,127.142866,버즘나무,,1.3,,버즘나무가 있음,,,남문로,,,2018-06-30
태평로,37.447978,127.127371,37.451671,127.140535,은행나무+버즘나무,,1.3,,"은행나무, 버즘나무가 있음",,,태평로,,,2018-06-30
심곡로,37.448901,127.104501,37.450501,127.100701,벚나무,,0.8,,벚나무가 있음,,,심곡로,,,2018-06-30
청계산로,37.430681,127.101806,37.430493,127.071434,벚나무,,2.5,,벚나무가 있음,,,청계산로,,,2018-06-30
성남대로 1542번길,37.467559,127.127101,37.466942,127.130754,이팝나무,,1.5,,이팝나무가 있음,,,성남대로 1542번길,,,2018-06-30
탄천로,37.416704,127.118462,37.460095,127.124591,느티나무,,2.7,,느티나무가 있음,,,탄천로,,,2018-06-30
사송로,37.414396,127.110011,37.418292,127.117431,벚나무,,2.1,,벚나무가 있음,,,사송로,,,2018-06-30
대왕판교로,37.461809,127.107871,37.408712,127.099966,느티나무,,8,,느티나무가 있음,,,대왕판교로,,,2018-06-30
분당내곡간도로,37.403062,127.112721,37.384206,127.113689,느티나무+벚나무,,1.8,,"느티나무, 벚나무가 있음",,,분당내곡로,,,2018-06-30
동화역말길,37.216667,126.968056,37.218889,126.973611,이팝나무,60,0.4,,이팝나무,동화역말길,,동화역말길,031-369-6125,화성시청 산림녹지과,2019-04-02
제부로,37.198889,126.721667,37.179722,126.708056,은행나무,57,2.7,,은행나무,제부로,,제부로,031-369-6895,화성시청 산림녹지과,2019-04-02
화남공단로,37.096944,126.671111,37.158056,126.674444,은행나무,91,0.7,,은행나무,화남공단로,,화남공단로,031-369-6895,화성시청 산림녹지과,2019-04-02
해안길,37.16008952,126.618611,37.172222,126.617222,해송,160,1.4,,해송,해안길,,해안길,031-369-6895,화성시청 산림녹지과,2019-04-02
전곡산단로,37.188889,126.681667,37.19105962,126.655556,벚나무,615,3.2,,벚나무,전곡산단로,,전곡산단로,031-369-6895,화성시청 산림녹지과,2019-04-02
"남양로, 남양중앙로",37.198889,126.8848928,37.204444,126.823611,은행나무,287,2.5,,은행나무,"남양로, 남양중앙로",,"남양로, 남양중앙로",031-369-6895,화성시청 산림녹지과,2019-04-02
"남양로, 남양중앙로",37.198889,126.8848928,37.204444,126.823611,벚나무,211,2.5,,벚나무,"남양로, 남양중앙로",,"남양로, 남양중앙로",031-369-6895,화성시청 산림녹지과,2019-04-02
"남양로, 남양중앙로",37.198889,126.8848928,37.204444,126.823611,벚나무,56,2.5,,벚나무,"남양로, 남양중앙로",,"남양로, 남양중앙로",031-369-6895,화성시청 산림녹지과,2019-04-02
남양로,37.208611,126.8848928,37.204444,126.823611,이팝나무,59,0.5,,이팝나무,남양로,,남양로,031-369-6895,화성시청 산림녹지과,2019-04-02
역골로,37.204722,126.824167,37.200556,126.828889,중국단풍,114,0.6,,중국단풍,역골로,,역골로,031-369-6895,화성시청 산림녹지과,2019-04-02
역골로,37.201944,126.827222,37.201111,126.826111,중국단풍,30,0.1,,중국단풍,역골로,,역골로,031-369-6895,화성시청 산림녹지과,2019-04-02
역골동로,37.201111,126.828333,37.208333,126.831111,느티나무,177,1,,느티나무,역골동로,,역골동로,031-369-6895,화성시청 산림녹지과,2019-04-02
"역골중앙로 100,41번길, 역골동로",37.208611,126.830833,37.202778,126.828333,이팝나무,173,1,,이팝나무,"역골중앙로 100,41번길, 역골동로",,"역골중앙로 100,41번길, 역골동로",031-369-6895,화성시청 산림녹지과,2019-04-02
역골중앙로,37.206944,126.828333,37.202778,126.827778,회화나무,195,1.1,,회화나무,역골중앙로,,역골중앙로,031-369-6895,화성시청 산림녹지과,2019-04-02
역골중앙로 70번길,37.205833,126.833056,37.205556,126.831389,벚나무,46,0.2,,벚나무,역골중앙로 70번길,,역골중앙로 70번길,031-369-6895,화성시청 산림녹지과,2019-04-02
도로명없음,37.201944,126.825278,37.201667,126.823056,벚나무,4,0.1,,벚나무,도로명없음,,도로명없음,031-369-6895,화성시청 산림녹지과,2019-04-02
도로명없음,37.199444,126.827222,37.201111,126.828056,느티나무,6,0.2,,느티나무,도로명없음,,도로명없음,031-369-6895,화성시청 산림녹지과,2019-04-02
도로명없음,37.200833,126.827778,37.200833,126.827778,느티나무,4,0.1,,느티나무,도로명없음,,도로명없음,031-369-6895,화성시청 산림녹지과,2019-04-02
도로명없음,37.201389,126.828333,37.201667,126.828889,느티나무,6,0.1,,느티나무,도로명없음,,도로명없음,031-369-6895,화성시청 산림녹지과,2019-04-02
서현로,37.385887,127.127181,37.369035,127.148423,소나무,,2.5,,소나무가 있음,,,서현로,,,2018-06-30
운중로,37.391393,127.065706,37.388128,127.096784,느티나무+소나무,,2.8,,"느티나무, 소나무가 있음",,,운중로,,,2018-06-30
판교로,37.398741,127.092692,37.405411,127.123351,메타세콰이아+느티+이팝+소나무+회화,,2,,"메타세콰이아, 느티나무, 이팝나무, 소나무, 회화나무가 있음",,,판교로,,,2018-06-30
갈마치로,37.430982,127.174133,37.422793,127.168081,버즘나무,,1.7,,양옆으로 버즘나무가 있음,,,갈마치로,,,2018-06-30
두밀로,37.362153,127.067752,37.382692,127.074646,은행나무,,1,,은행나무가 있음,,,두밀로,,,2018-06-30
